dateCrawled,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,postalCode
2016-03-06 15:47:53,5800,suv,2004,automatik,0,m_klasse,150000,7,diesel,mercedes_benz,nein,31171
2016-03-06 15:48:04,38999,limousine,2010,automatik,408,5er,40000,9,benzin,bmw,nein,68766
2016-03-06 15:48:11,333,cabrio,1999,automatik,132,3_reihe,150000,6,benzin,peugeot,ja,59929
2016-03-06 15:48:13,890,kombi,2004,manuell,116,focus,150000,3,benzin,ford,nein,45881
2016-03-06 15:48:13,1200,kombi,2001,manuell,136,andere,150000,11,benzin,mitsubishi,nein,10969
2016-03-06 15:48:15,1800,kombi,2000,manuell,150,3er,150000,2,benzin,bmw,nein,50170
2016-03-06 15:48:16,1200,limousine,1994,manuell,73,3er,100000,5,benzin,bmw,nein,14197
2016-03-06 15:48:17,16200,kleinwagen,2011,automatik,170,a6,150000,4,benzin,audi,nein,77652
2016-03-06 15:48:17,3850,limousine,2004,automatik,163,a4,150000,3,diesel,audi,nein,42853
2016-03-06 15:48:20,3490,kleinwagen,2002,manuell,80,punto,125000,7,benzin,fiat,nein,88046
2016-03-06 15:48:21,8970,kleinwagen,2013,automatik,71,fortwo,30000,10,benzin,smart,nein,70569
2016-03-06 15:48:28,2399,kleinwagen,2006,automatik,65,fortwo,100000,12,benzin,smart,nein,68535
2016-03-06 15:48:33,18550,limousine,2013,manuell,1288,c_klasse,90000,11,diesel,mercedes_benz,nein,56729
2016-03-06 15:48:33,1500,limousine,2001,manuell,75,fiesta,150000,4,benzin,ford,nein,66538
2016-03-06 15:48:34,15800,limousine,2009,automatik,224,e_klasse,125000,6,diesel,mercedes_benz,nein,22117
2016-03-06 15:48:36,11500,cabrio,2003,manuell,231,z_reihe,150000,3,benzin,bmw,nein,55122
2016-03-06 15:48:44,11350,kombi,2008,manuell,239,a4,150000,6,diesel,audi,nein,50733
2016-03-06 15:48:46,0,kleinwagen,1996,manuell,60,polo,150000,6,benzin,volkswagen,ja,49090
2016-03-06 15:48:48,4000,kleinwagen,2005,manuell,140,a_klasse,150000,4,diesel,mercedes_benz,ja,85055
2016-03-06 15:48:52,1500,kombi,1998,manuell,150,5er,150000,6,benzin,bmw,nein,1239
2016-03-06 15:49:03,6000,cabrio,1997,automatik,193,slk,125000,10,benzin,mercedes_benz,nein,6112
2016-03-06 15:49:06,34990,coupe,2008,automatik,514,andere,50000,12,benzin,mercedes_benz,nein,66806
2016-03-06 15:49:10,950,kombi,1994,automatik,116,5er,150000,11,diesel,bmw,ja,24941
2016-03-06 15:49:15,1100,kleinwagen,1999,manuell,50,lupo,150000,5,benzin,volkswagen,nein,50181
2016-03-06 15:49:16,1200,coupe,1996,manuell,131,900,150000,2,benzin,saab,nein,21423
2016-03-06 15:49:17,1999,kleinwagen,2000,automatik,54,fortwo,125000,7,benzin,smart,nein,27751
2016-03-06 15:49:17,3200,suv,1998,automatik,218,m_klasse,150000,2,benzin,mercedes_benz,nein,45139
2016-03-06 15:49:18,3249,kleinwagen,2002,manuell,101,147,125000,11,benzin,alfa_romeo,nein,8058
2016-03-06 15:49:19,3500,bus,2003,manuell,90,andere,150000,5,diesel,citroen,nein,71686
2016-03-06 15:49:21,580,kombi,1992,manuell,133,100,150000,11,benzin,audi,nein,93059
2016-03-06 15:49:21,2700,limousine,1998,automatik,150,5er,150000,5,benzin,bmw,nein,9385
2016-03-06 15:49:23,3400,limousine,2005,manuell,105,golf,150000,5,diesel,volkswagen,nein,12103
2016-03-06 15:49:29,5250,bus,2006,manuell,150,altea,150000,4,benzin,seat,nein,77815
2016-03-06 15:49:31,1999,kombi,2003,automatik,131,mondeo,150000,3,diesel,ford,nein,41334
2016-03-06 15:49:32,10500,kleinwagen,2013,manuell,105,ibiza,30000,2,benzin,seat,nein,88167
2016-03-06 15:49:37,1990,kleinwagen,2001,manuell,75,clio,125000,2,benzin,renault,nein,12353
2016-03-06 15:49:38,18499,limousine,2010,automatik,204,x_reihe,80000,9,diesel,bmw,nein,12555
2016-03-06 15:50:25,5800,suv,2005,automatik,113,tucson,100000,10,diesel,hyundai,nein,64342
2016-03-06 15:50:37,0,limousine,1997,manuell,75,polo,150000,4,benzin,volkswagen,nein,24768
2016-03-06 15:51:16,1400,kleinwagen,1999,manuell,60,ka,150000,9,benzin,ford,nein,13581
2016-03-06 16:06:17,11999,coupe,2005,automatik,306,andere,150000,3,benzin,mercedes_benz,nein,60489
2016-03-06 16:06:17,5000,limousine,2010,manuell,111,megane,70000,9,benzin,renault,nein,60433
2016-03-06 16:06:20,4100,limousine,2005,manuell,105,astra,150000,4,benzin,opel,nein,60529
2016-03-06 16:06:21,1450,kombi,1998,manuell,90,passat,5000,9,diesel,volkswagen,nein,60487
2016-03-06 16:06:21,2200,coupe,2002,manuell,163,c_klasse,150000,5,benzin,mercedes_benz,nein,60433
2016-03-06 16:06:22,15300,bus,2006,manuell,174,transporter,150000,5,diesel,volkswagen,nein,61276
2016-03-06 16:06:22,1150,bus,1995,manuell,114,transit,150000,4,benzin,ford,nein,35039
2016-03-06 16:06:23,2600,limousine,2005,automatik,179,a6,150000,9,diesel,audi,ja,55130
2016-03-06 16:06:23,600,kombi,2001,manuell,116,mondeo,150000,5,diesel,ford,ja,57648
2016-03-06 16:06:24,549,limousine,1998,manuell,75,almera,150000,2,benzin,nissan,nein,55270
2016-03-06 16:06:35,14999,coupe,2006,automatik,500,andere,150000,3,benzin,mercedes_benz,nein,60386
2016-03-06 16:06:41,1500,coupe,2009,automatik,265,a5,60000,1,benzin,audi,ja,56422
2016-03-06 16:06:43,2450,kleinwagen,2003,manuell,58,twingo,50000,6,benzin,renault,nein,57589
2016-03-06 16:06:43,1500,limousine,1998,manuell,75,3_reihe,125000,10,benzin,peugeot,nein,61352
2016-03-06 16:06:44,9200,kombi,2011,manuell,140,passat,150000,9,diesel,volkswagen,nein,56191
2016-03-06 16:06:55,14900,kleinwagen,2013,manuell,122,a1,50000,6,benzin,audi,nein,53547
2016-03-06 16:06:55,11400,limousine,2012,manuell,122,golf,80000,3,benzin,volkswagen,nein,63303
2016-03-06 16:06:59,1400,limousine,1999,manuell,116,focus,150000,10,benzin,ford,nein,60325
2016-03-06 16:07:04,12500,bus,2010,automatik,136,b_klasse,100000,6,benzin,mercedes_benz,nein,61440
2016-03-06 16:07:04,2300,limousine,2006,manuell,95,colt,150000,6,lpg,mitsubishi,nein,56269
2016-03-06 16:07:15,1699,kombi,1999,manuell,101,golf,150000,3,benzin,volkswagen,nein,65623
2016-03-06 16:07:16,11800,limousine,2012,manuell,122,golf,80000,3,benzin,volkswagen,nein,63303
2016-03-06 16:08:33,1450,kleinwagen,1978,manuell,25,andere,100000,4,benzin,fiat,nein,60439
2016-03-06 16:21:20,2190,limousine,2003,manuell,1998,laguna,150000,7,benzin,renault,nein,55411
2016-03-06 16:21:25,1888,limousine,1999,manuell,90,a3,150000,1,diesel,audi,nein,55252
2016-03-06 16:22:06,15500,bus,2015,manuell,120,meriva,5000,5,benzin,opel,nein,64546
2016-03-06 16:22:25,12300,limousine,2010,manuell,170,golf,125000,10,diesel,volkswagen,nein,35641
2016-03-06 16:22:27,999,bus,2000,manuell,115,andere,150000,4,benzin,citroen,ja,55128
2016-03-06 16:22:54,2200,kleinwagen,2005,manuell,75,twingo,90000,4,benzin,renault,nein,60594
2016-03-06 16:22:57,3000,bus,2003,manuell,129,sprinter,150000,12,diesel,mercedes_benz,nein,63065
2016-03-06 16:23:00,8980,limousine,2010,manuell,95,a_klasse,80000,10,benzin,mercedes_benz,nein,35435
2016-03-06 16:23:27,4900,kleinwagen,2008,manuell,87,yaris,70000,8,benzin,toyota,nein,55129
2016-03-06 16:23:55,21500,coupe,1998,manuell,300,911,125000,10,benzin,porsche,nein,35396
2016-03-06 16:24:12,3700,suv,2003,automatik,340,cayenne,150000,1,benzin,porsche,ja,65428
2016-03-06 16:24:27,16700,suv,2014,manuell,120,andere,50000,2,diesel,suzuki,nein,60437
2016-03-06 16:25:16,1499,kleinwagen,2002,manuell,0,corsa,150000,10,benzin,opel,nein,56242
2016-03-06 16:25:16,1550,limousine,1998,manuell,150,5er,150000,8,benzin,bmw,nein,65197
2016-03-06 16:25:17,15500,kombi,2013,manuell,102,caddy,50000,1,diesel,volkswagen,nein,56073
2016-03-06 16:25:18,7790,kombi,2010,manuell,105,golf,150000,2,diesel,volkswagen,nein,57539
2016-03-06 16:25:19,1199,kleinwagen,2000,manuell,58,seicento,150000,7,benzin,fiat,nein,65195
2016-03-06 16:25:19,999,kleinwagen,2004,manuell,60,corsa,150000,8,benzin,opel,nein,56479
2016-03-06 16:25:20,4999,kleinwagen,2007,manuell,131,ibiza,150000,10,diesel,seat,nein,56077
2016-03-06 16:25:21,4599,bus,2004,manuell,105,touran,150000,9,diesel,volkswagen,nein,56479
2016-03-06 16:25:22,14950,kombi,2008,automatik,245,3er,150000,11,diesel,bmw,nein,56154
2016-03-06 16:25:22,1550,kleinwagen,2003,automatik,61,andere,125000,6,benzin,smart,nein,60433
2016-03-06 16:25:23,9999,kombi,2008,manuell,140,passat,100000,5,diesel,volkswagen,nein,55131
2016-03-06 16:25:23,5600,bus,2006,manuell,105,golf,150000,8,diesel,volkswagen,nein,60311
2016-03-06 16:25:24,3000,cabrio,2002,manuell,170,3er,150000,4,benzin,bmw,nein,60433
2016-03-06 16:25:41,9500,coupe,2007,manuell,231,rx_reihe,60000,8,benzin,mazda,nein,55218
2016-03-06 16:25:41,1450,kleinwagen,2004,manuell,44,corsa,125000,11,benzin,opel,nein,53783
2016-03-06 16:25:43,420,kleinwagen,2002,manuell,60,punto,150000,6,benzin,fiat,ja,56112
2016-03-06 16:25:44,950,limousine,1994,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,nein,65207
2016-03-06 16:25:59,7900,kombi,2009,manuell,122,golf,150000,3,benzin,volkswagen,nein,35683
2016-03-06 16:26:02,1159,kombi,1999,manuell,116,focus,150000,6,benzin,ford,nein,57234
2016-03-06 16:26:04,1200,bus,2000,manuell,82,zafira,150000,7,diesel,opel,nein,56477
2016-03-06 16:26:05,11400,kombi,2009,manuell,120,a4,125000,9,diesel,audi,nein,65201
2016-03-06 16:26:14,775,kleinwagen,2000,manuell,65,corsa,150000,3,benzin,opel,nein,55218
2016-03-06 16:26:16,5200,limousine,2006,manuell,75,golf,125000,5,benzin,volkswagen,nein,63263
2016-03-06 16:36:16,27675,cabrio,2011,automatik,190,a5,60000,4,diesel,audi,nein,38442
2016-03-06 16:36:17,1690,limousine,1992,manuell,90,80,150000,1,benzin,audi,nein,4319
2016-03-06 16:36:17,16549,suv,2010,manuell,0,x_reihe,90000,8,diesel,bmw,nein,94486
2016-03-06 16:36:18,5500,limousine,2009,automatik,126,ceed,150000,10,benzin,kia,nein,16552
2016-03-06 16:36:18,13400,limousine,2015,manuell,125,focus,20000,1,benzin,ford,nein,68309
2016-03-06 16:36:19,500,kleinwagen,1996,manuell,54,twingo,60000,8,benzin,renault,nein,9111
2016-03-06 16:36:20,11100,kombi,2012,manuell,122,octavia,90000,2,benzin,skoda,nein,64319
2016-03-06 16:36:20,1500,kombi,1999,manuell,75,focus,150000,12,benzin,ford,nein,37081
2016-03-06 16:36:21,2400,limousine,2003,manuell,101,golf,150000,1,diesel,volkswagen,nein,91614
2016-03-06 16:36:21,4650,kleinwagen,2008,manuell,80,corsa,125000,3,benzin,opel,nein,57234
2016-03-06 16:36:22,1590,kleinwagen,1999,automatik,55,fortwo,125000,12,benzin,smart,nein,50767
2016-03-06 16:36:23,6850,limousine,2007,manuell,125,a3,125000,11,benzin,audi,nein,40670
2016-03-06 16:36:24,10999,bus,2005,automatik,290,andere,125000,7,lpg,chevrolet,ja,47839
2016-03-06 16:36:24,9500,limousine,2007,automatik,200,golf,150000,6,benzin,volkswagen,nein,63667
2016-03-06 16:36:35,2380,suv,1992,manuell,150,andere,150000,6,benzin,opel,nein,29640
2016-03-06 16:36:41,850,kleinwagen,1990,manuell,103,fiesta,150000,4,benzin,ford,nein,73061
2016-03-06 16:36:41,11500,kleinwagen,2012,manuell,90,polo,60000,3,benzin,volkswagen,nein,21465
2016-03-06 16:36:42,6900,bus,2005,manuell,140,b_klasse,150000,10,diesel,mercedes_benz,nein,64579
2016-03-06 16:36:42,13500,bus,2013,automatik,160,altea,20000,4,benzin,seat,nein,80997
2016-03-06 16:36:43,1050,limousine,1996,manuell,150,a6,150000,8,benzin,audi,nein,85405
2016-03-06 16:36:52,3500,limousine,1993,manuell,192,3er,125000,9,benzin,bmw,nein,84066
2016-03-06 16:36:53,2900,cabrio,2001,manuell,136,2_reihe,125000,10,benzin,peugeot,nein,38116
2016-03-06 16:36:55,17900,kombi,2011,manuell,116,andere,60000,7,diesel,renault,nein,30900
2016-03-06 16:36:56,5850,bus,2010,manuell,110,note,150000,4,benzin,nissan,nein,88447
2016-03-06 16:36:56,5390,kleinwagen,2009,manuell,77,i_reihe,70000,9,benzin,hyundai,nein,73453
2016-03-06 16:36:58,3250,kombi,1999,manuell,139,laguna,20000,11,benzin,renault,nein,22889
2016-03-06 16:36:58,500,coupe,1997,manuell,90,megane,150000,4,benzin,renault,nein,99326
2016-03-06 16:37:00,3100,suv,2001,automatik,110,andere,150000,9,diesel,opel,ja,19230
2016-03-06 16:37:00,600,kleinwagen,2006,manuell,60,ka,150000,3,benzin,ford,nein,17209
2016-03-06 16:37:02,999,limousine,1998,automatik,136,omega,100000,10,benzin,opel,nein,59423
2016-03-06 16:37:14,55990,cabrio,2015,automatik,265,boxster,5000,4,benzin,porsche,nein,83209
2016-03-06 16:37:14,1990,bus,2004,manuell,116,espace,150000,1,diesel,renault,nein,85253
2016-03-06 16:37:16,9499,cabrio,2006,manuell,200,eos,125000,11,benzin,volkswagen,nein,33104
2016-03-06 16:37:19,2999,kombi,2001,manuell,170,mondeo,150000,7,benzin,ford,nein,58515
2016-03-06 16:37:20,2100,bus,1996,manuell,102,transporter,150000,5,diesel,volkswagen,nein,14770
2016-03-06 16:37:20,8000,limousine,2010,manuell,160,astra,100000,5,diesel,opel,nein,91785
2016-03-06 16:37:21,4990,bus,2008,manuell,90,andere,150000,9,diesel,renault,nein,45139
2016-03-06 16:37:21,850,suv,2002,manuell,83,andere,90000,8,benzin,suzuki,ja,58791
2016-03-06 16:37:22,500,kleinwagen,1999,manuell,60,ka,150000,12,benzin,ford,nein,35037
2016-03-06 16:37:30,4250,bus,2007,manuell,131,transit,150000,3,diesel,ford,nein,36100
2016-03-06 16:37:32,1450,kleinwagen,2000,manuell,50,arosa,150000,4,benzin,seat,nein,21775
2016-03-06 16:37:37,1850,kleinwagen,2004,manuell,60,2_reihe,5000,8,benzin,peugeot,nein,38524
2016-03-06 16:37:37,2790,kleinwagen,2010,manuell,68,c1,150000,2,benzin,citroen,nein,38444
2016-03-06 16:37:38,10500,bus,2011,manuell,130,scenic,50000,1,benzin,renault,nein,59423
2016-03-06 16:37:38,8200,kleinwagen,2010,manuell,150,corsa,70000,9,benzin,opel,nein,24941
2016-03-06 16:37:40,8400,bus,2010,manuell,114,vivaro,90000,1,diesel,opel,nein,10318
2016-03-06 16:37:40,800,cabrio,1998,manuell,131,andere,150000,6,benzin,chrysler,nein,13051
2016-03-06 16:37:40,250,limousine,1997,manuell,88,andere,150000,12,benzin,kia,ja,44653
2016-03-06 16:37:49,16500,kombi,2009,automatik,185,xc_reihe,150000,1,diesel,volvo,nein,14776
2016-03-06 16:37:51,2800,bus,2003,manuell,150,andere,150000,6,diesel,renault,nein,96224
2016-03-06 16:37:52,6300,cabrio,2007,manuell,120,2_reihe,60000,7,benzin,peugeot,nein,25704
2016-03-06 16:37:52,11500,cabrio,2008,manuell,160,a3,90000,8,benzin,audi,nein,93133
2016-03-06 16:37:57,14500,kombi,2007,automatik,235,5er,150000,9,diesel,bmw,nein,48485
2016-03-06 16:37:59,1599,limousine,1991,manuell,136,andere,150000,4,benzin,mercedes_benz,nein,82140
2016-03-06 16:37:59,850,kleinwagen,2007,manuell,0,2_reihe,150000,1,diesel,peugeot,ja,37603
2016-03-06 16:38:03,8490,limousine,2010,manuell,116,1er,150000,1,diesel,bmw,nein,41812
2016-03-06 16:38:08,850,kombi,1999,automatik,150,5er,150000,5,lpg,bmw,ja,27637
2016-03-06 16:38:10,2300,kombi,2001,automatik,116,c_klasse,150000,6,diesel,mercedes_benz,ja,49170
2016-03-06 16:38:12,4900,bus,2003,automatik,240,espace,150000,8,benzin,renault,nein,26529
2016-03-06 16:38:13,4900,coupe,1990,manuell,110,civic,50000,6,benzin,honda,nein,21514
2016-03-06 16:38:16,8300,limousine,2000,automatik,363,andere,150000,6,benzin,jaguar,nein,1324
2016-03-06 16:38:17,3500,limousine,1994,automatik,142,s_klasse,150000,3,benzin,mercedes_benz,ja,95100
2016-03-06 16:38:18,800,kleinwagen,1999,manuell,45,twingo,150000,4,benzin,renault,nein,28832
2016-03-06 16:38:19,11300,limousine,2010,manuell,179,6_reihe,125000,6,diesel,mazda,nein,21035
2016-03-06 16:38:19,12350,kleinwagen,2013,manuell,105,polo,40000,3,diesel,volkswagen,nein,74214
2016-03-06 16:38:22,21049,coupe,2011,automatik,306,3er,125000,7,benzin,bmw,nein,21335
2016-03-06 16:38:24,950,kleinwagen,2003,manuell,75,corsa,150000,9,benzin,opel,ja,26133
2016-03-06 16:38:26,1699,limousine,2000,manuell,102,a4,150000,6,benzin,audi,nein,49439
2016-03-06 16:38:27,950,kleinwagen,1999,manuell,50,polo,150000,3,benzin,volkswagen,nein,91315
2016-03-06 16:38:30,4700,bus,2007,manuell,94,zafira,150000,10,cng,opel,nein,26605
2016-03-06 16:38:30,2700,bus,2003,manuell,143,grand,150000,11,diesel,chrysler,nein,1640
2016-03-06 16:38:31,2300,limousine,2002,manuell,116,3er,150000,2,benzin,bmw,nein,49492
2016-03-06 16:38:32,3300,bus,2004,manuell,131,sharan,150000,10,diesel,volkswagen,nein,63843
2016-03-06 16:38:35,5490,kleinwagen,2009,manuell,80,corsa,70000,10,benzin,opel,nein,27721
2016-03-06 16:38:38,1600,coupe,1999,manuell,140,3er,150000,7,benzin,bmw,nein,79312
2016-03-06 16:38:45,3790,limousine,2000,manuell,102,a3,150000,11,benzin,audi,nein,67547
2016-03-06 16:38:46,6499,kleinwagen,2010,manuell,69,500,80000,5,benzin,fiat,nein,22525
2016-03-06 16:38:58,500,limousine,1998,manuell,101,vectra,150000,0,benzin,opel,ja,74343
2016-03-06 16:38:58,3700,limousine,2006,manuell,88,2_reihe,90000,9,benzin,peugeot,ja,34117
2016-03-06 16:39:06,4950,kombi,2005,automatik,150,e_klasse,150000,7,diesel,mercedes_benz,nein,26382
2016-03-06 16:39:17,21500,suv,2012,manuell,150,rav,50000,3,diesel,toyota,nein,51109
2016-03-06 16:39:21,4350,kleinwagen,2009,manuell,90,corsa,60000,11,benzin,opel,nein,75181
2016-03-06 16:39:22,14990,suv,2009,manuell,163,xc_reihe,150000,3,diesel,volvo,nein,79576
2016-03-06 16:39:28,13500,limousine,2013,manuell,122,leon,40000,3,benzin,seat,nein,64291
2016-03-06 16:39:29,1750,limousine,1999,manuell,101,golf,150000,2,benzin,volkswagen,nein,44575
2016-03-06 16:39:37,4899,limousine,1994,manuell,192,3er,150000,1,benzin,bmw,nein,41539
2016-03-06 16:39:42,800,limousine,2000,manuell,0,focus,150000,6,benzin,ford,nein,76316
2016-03-06 16:40:28,2850,kombi,2000,manuell,90,golf,150000,5,diesel,volkswagen,nein,56070
2016-03-06 16:40:30,2999,limousine,2003,manuell,150,3er,150000,6,diesel,bmw,nein,56068
2016-03-06 16:40:48,5500,limousine,2003,automatik,143,c_klasse,150000,1,diesel,mercedes_benz,nein,60549
2016-03-06 16:41:11,2150,limousine,1991,manuell,109,andere,150000,11,benzin,mercedes_benz,nein,56073
2016-03-06 16:41:17,2000,kleinwagen,1998,manuell,60,clio,50000,3,benzin,renault,nein,19300
2016-03-06 16:41:18,4400,kleinwagen,2007,automatik,45,fortwo,80000,8,diesel,smart,nein,10559
2016-03-06 16:41:19,2800,limousine,2001,manuell,116,golf,150000,4,diesel,volkswagen,nein,57076
2016-03-06 16:41:22,3950,limousine,2002,manuell,90,one,150000,11,benzin,mini,nein,82362
2016-03-06 16:41:23,1500,bus,2005,manuell,103,andere,150000,4,benzin,hyundai,nein,86971
2016-03-06 16:41:23,500,kleinwagen,1996,manuell,75,golf,150000,4,benzin,volkswagen,ja,29525
2016-03-06 16:41:25,12400,kombi,2007,manuell,179,a4,150000,10,diesel,audi,nein,84085
2016-03-06 16:41:25,3100,kleinwagen,2008,manuell,54,fox,100000,12,benzin,volkswagen,nein,49661
2016-03-06 16:41:36,750,kleinwagen,2001,manuell,60,1_reihe,150000,1,benzin,peugeot,nein,58332
2016-03-06 16:41:37,3300,limousine,1999,automatik,170,e_klasse,150000,8,diesel,mercedes_benz,nein,28357
2016-03-06 16:41:41,8690,kleinwagen,2009,automatik,74,yaris,5000,6,benzin,toyota,nein,70376
2016-03-06 16:41:42,83900,suv,2013,automatik,313,range_rover,50000,6,diesel,land_rover,nein,53173
2016-03-06 16:41:45,1500,andere,2001,manuell,101,astra,150000,4,benzin,opel,nein,40880
2016-03-06 16:41:46,2800,bus,1996,manuell,122,sprinter,150000,8,diesel,mercedes_benz,nein,47533
2016-03-06 16:41:50,1000,bus,1998,manuell,145,galaxy,150000,1,benzin,ford,ja,37247
2016-03-06 16:41:55,11500,kombi,2007,automatik,232,a6,150000,7,diesel,audi,nein,50129
2016-03-06 16:41:59,3100,suv,1987,manuell,90,andere,150000,8,diesel,mercedes_benz,nein,79102
2016-03-06 16:42:00,10995,coupe,1981,manuell,185,andere,150000,8,benzin,mercedes_benz,nein,85604
2016-03-06 16:42:01,3500,cabrio,2004,manuell,147,astra,150000,1,benzin,opel,nein,74372
2016-03-06 16:42:01,7900,limousine,2003,automatik,204,e_klasse,150000,3,diesel,mercedes_benz,nein,72202
2016-03-06 16:42:03,2849,limousine,2003,manuell,101,golf,150000,6,diesel,volkswagen,nein,40545
2016-03-06 16:42:06,26300,coupe,2009,automatik,514,andere,150000,12,benzin,mercedes_benz,nein,23795
2016-03-06 16:42:07,8600,limousine,2004,automatik,218,5er,150000,12,diesel,bmw,nein,92224
2016-03-06 16:42:13,5990,limousine,1977,manuell,60,andere,150000,4,diesel,mercedes_benz,nein,83022
2016-03-06 16:42:14,1499,kleinwagen,2005,manuell,75,ibiza,150000,9,benzin,seat,nein,63512
2016-03-06 16:42:20,5250,coupe,2001,manuell,143,c_klasse,150000,11,diesel,mercedes_benz,nein,26131
2016-03-06 16:42:21,24800,coupe,2013,automatik,177,cc,60000,2,diesel,volkswagen,nein,26632
2016-03-06 16:42:23,15000,kombi,2010,manuell,179,a4,125000,2,benzin,audi,nein,56182
2016-03-06 16:42:26,1450,limousine,1999,manuell,116,vectra,125000,11,benzin,opel,nein,64390
2016-03-06 16:42:26,2000,limousine,2000,manuell,75,astra,150000,4,benzin,opel,nein,74405
2016-03-06 16:42:34,10900,limousine,2005,automatik,218,3er,125000,5,benzin,bmw,nein,65207
2016-03-06 16:42:35,650,kleinwagen,2000,manuell,90,tigra,150000,8,benzin,opel,ja,83137
2016-03-06 16:42:35,1699,limousine,2000,manuell,105,3er,150000,9,benzin,bmw,nein,87651
2016-03-06 16:42:36,2000,kombi,2004,manuell,108,3_reihe,150000,0,benzin,peugeot,nein,13187
2016-03-06 16:42:40,1300,limousine,1991,manuell,150,3er,150000,7,benzin,bmw,nein,45663
2016-03-06 16:42:49,4500,cabrio,2007,manuell,109,colt,90000,5,benzin,mitsubishi,nein,47804
2016-03-06 16:43:00,1600,coupe,2000,manuell,116,astra,150000,4,benzin,opel,nein,24321
2016-03-06 16:43:01,17990,suv,2012,manuell,150,cr_reihe,70000,9,diesel,honda,nein,24211
2016-03-06 16:43:02,6900,bus,2010,manuell,90,andere,100000,10,benzin,kia,nein,67227
2016-03-06 16:43:03,6500,kombi,2004,automatik,204,e_klasse,150000,9,diesel,mercedes_benz,nein,45257
2016-03-06 16:43:04,1599,kombi,1999,manuell,101,astra,150000,1,benzin,opel,nein,37359
2016-03-06 16:43:08,19500,cabrio,2014,automatik,105,beetle,5000,7,benzin,volkswagen,nein,14532
2016-03-06 16:43:09,6890,limousine,2009,manuell,116,astra,90000,3,benzin,opel,nein,7545
2016-03-06 16:43:12,4100,kleinwagen,2009,manuell,65,micra,90000,3,benzin,nissan,nein,49124
2016-03-06 16:43:14,0,kleinwagen,1997,manuell,0,ka,150000,0,benzin,ford,nein,41468
2016-03-06 16:43:14,1690,kleinwagen,2000,manuell,50,polo,150000,9,benzin,volkswagen,nein,29553
2016-03-06 16:43:16,2600,coupe,2001,automatik,84,astra,150000,9,benzin,opel,nein,76532
2016-03-06 16:43:16,1250,limousine,1999,manuell,100,golf,150000,11,benzin,volkswagen,nein,22846
2016-03-06 16:43:19,2999,limousine,2005,manuell,69,fiesta,125000,0,benzin,ford,nein,27404
2016-03-06 16:43:20,3900,limousine,1988,manuell,200,omega,150000,2,benzin,opel,nein,31840
2016-03-06 16:43:21,17500,bus,2011,manuell,174,transporter,150000,12,diesel,volkswagen,nein,6188
2016-03-06 16:43:22,4500,kombi,1995,automatik,135,andere,150000,4,benzin,volvo,nein,95233
2016-03-06 16:43:22,5200,kleinwagen,2011,manuell,60,fiesta,100000,6,benzin,ford,nein,74564
2016-03-06 16:43:27,750,kleinwagen,1998,manuell,74,polo,150000,10,benzin,volkswagen,nein,47055
2016-03-06 16:43:28,7600,kleinwagen,1973,manuell,27,500,20000,2,benzin,fiat,nein,61203
2016-03-06 16:43:33,5500,kombi,2005,automatik,224,a6,150000,10,diesel,audi,nein,27474
2016-03-06 16:43:34,36900,limousine,2015,automatik,300,golf,20000,2,benzin,volkswagen,nein,26802
2016-03-06 16:43:36,6999,kleinwagen,2011,manuell,95,2_reihe,50000,10,benzin,peugeot,nein,80995
2016-03-06 16:43:36,1400,kleinwagen,1997,manuell,64,polo,150000,0,diesel,volkswagen,nein,26409
2016-03-06 16:43:39,28000,limousine,2014,automatik,140,q3,20000,10,benzin,audi,nein,82031
2016-03-06 16:43:40,1200,kombi,1998,manuell,150,5er,150000,10,benzin,bmw,ja,53332
2016-03-06 16:43:44,2250,kleinwagen,2000,manuell,105,golf,150000,10,benzin,volkswagen,nein,48432
2016-03-06 16:43:44,10999,limousine,2005,automatik,258,3er,90000,3,benzin,bmw,nein,72076
2016-03-06 16:43:48,4650,kleinwagen,2009,manuell,70,ka,125000,5,benzin,ford,nein,41334
2016-03-06 16:43:49,800,kleinwagen,2000,automatik,75,andere,125000,12,benzin,citroen,nein,50374
2016-03-06 16:43:51,699,kombi,2000,manuell,101,cordoba,150000,1,benzin,seat,nein,8062
2016-03-06 16:43:52,7999,kombi,2011,manuell,105,superb,150000,6,diesel,skoda,nein,12439
2016-03-06 16:43:55,2800,bus,2002,manuell,95,kangoo,150000,6,benzin,renault,nein,45355
2016-03-06 16:43:55,2099,kleinwagen,2000,manuell,60,polo,125000,10,benzin,volkswagen,nein,92256
2016-03-06 16:44:00,1750,kleinwagen,2002,manuell,60,1_reihe,90000,4,benzin,peugeot,nein,49324
2016-03-06 16:44:00,10500,coupe,2011,manuell,211,passat,100000,1,benzin,volkswagen,ja,10249
2016-03-06 16:44:04,9500,limousine,2008,manuell,143,3er,150000,4,benzin,bmw,nein,80689
2016-03-06 16:46:22,8300,kombi,2005,automatik,224,c_klasse,150000,3,diesel,mercedes_benz,nein,70327
2016-03-06 16:46:23,200,kleinwagen,1998,manuell,60,ibiza,150000,4,benzin,seat,nein,93109
2016-03-06 16:46:25,4350,kombi,2002,manuell,143,3er,150000,3,benzin,bmw,nein,71155
