dateCrawled,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,postalCode
2016-03-06 11:36:18,7800,bus,1998,manuell,68,transporter,150000,11,diesel,volkswagen,nein,33397
2016-03-06 11:36:19,2600,limousine,2000,manuell,150,5er,150000,6,benzin,bmw,nein,39112
2016-03-06 11:36:20,3900,kombi,1998,manuell,0,a4,150000,1,diesel,audi,nein,66687
2016-03-06 11:36:21,17900,cabrio,2008,manuell,170,3er,70000,1,benzin,bmw,nein,73347
2016-03-06 11:36:23,3999,kombi,2003,manuell,102,passat,150000,8,benzin,volkswagen,nein,75175
2016-03-06 11:36:24,11600,kombi,2006,manuell,344,andere,150000,6,benzin,audi,nein,13507
2016-03-06 11:36:24,6249,limousine,2008,manuell,120,astra,125000,6,diesel,opel,nein,54614
2016-03-06 11:36:26,7600,limousine,2006,manuell,163,3er,150000,7,diesel,bmw,nein,75050
2016-03-06 11:36:36,5950,bus,2011,manuell,90,kangoo,150000,2,diesel,renault,nein,51465
2016-03-06 11:36:42,11800,cabrio,2005,manuell,163,slk,60000,4,benzin,mercedes_benz,nein,58644
2016-03-06 11:36:43,500,kleinwagen,2000,manuell,54,corsa,150000,1,benzin,opel,nein,75378
2016-03-06 11:36:44,5000,kleinwagen,1997,manuell,150,tigra,100000,9,benzin,opel,nein,16515
2016-03-06 11:36:44,124900,limousine,2016,automatik,575,x_reihe,5000,2,benzin,bmw,nein,23758
2016-03-06 11:36:55,1300,cabrio,1998,manuell,101,golf,125000,4,benzin,volkswagen,nein,72760
2016-03-06 11:36:55,1450,limousine,1998,automatik,136,astra,150000,11,benzin,opel,nein,30519
2016-03-06 11:36:56,2000,cabrio,1994,automatik,143,mustang,150000,0,benzin,ford,nein,26219
2016-03-06 11:36:57,5250,limousine,2001,manuell,102,passat,80000,4,benzin,volkswagen,nein,61231
2016-03-06 11:36:58,550,limousine,2004,manuell,105,147,150000,2,benzin,alfa_romeo,nein,41352
2016-03-06 11:36:58,6200,kombi,2006,manuell,129,avensis,150000,5,benzin,toyota,nein,15890
2016-03-06 11:37:00,1799,kleinwagen,1999,manuell,116,beetle,150000,1,benzin,volkswagen,nein,63512
2016-03-06 11:37:00,550,kleinwagen,2001,manuell,58,clio,150000,2,benzin,renault,nein,16866
2016-03-06 11:37:01,1750,kleinwagen,2002,manuell,58,twingo,150000,4,benzin,renault,nein,48431
2016-03-06 11:37:03,300,limousine,1997,manuell,75,octavia,150000,11,benzin,skoda,ja,99518
2016-03-06 11:37:15,1499,kleinwagen,2002,manuell,0,twingo,150000,11,benzin,renault,nein,97502
2016-03-06 11:37:17,200,kleinwagen,1995,manuell,55,micra,150000,8,benzin,nissan,nein,59823
2016-03-06 11:37:17,5850,kombi,2006,automatik,140,passat,150000,4,diesel,volkswagen,nein,49124
2016-03-06 11:37:22,1750,bus,2004,manuell,110,andere,150000,9,benzin,citroen,nein,35753
2016-03-06 11:37:23,9450,limousine,2010,manuell,105,golf,90000,2,diesel,volkswagen,nein,73527
2016-03-06 11:37:23,1500,bus,2004,automatik,144,carnival,150000,6,diesel,kia,nein,12107
2016-03-06 11:37:34,35000,cabrio,2014,manuell,140,andere,50000,6,benzin,audi,nein,18439
2016-03-06 11:37:35,700,kleinwagen,2000,manuell,58,corsa,150000,9,benzin,opel,nein,65795
2016-03-06 11:37:35,12000,kombi,2009,manuell,0,insignia,100000,9,diesel,opel,nein,94036
2016-03-06 11:37:36,1298,kleinwagen,2001,manuell,75,twingo,125000,2,benzin,renault,nein,13629
2016-03-06 11:37:38,3999,limousine,2002,manuell,150,3er,150000,9,diesel,bmw,nein,28201
2016-03-06 11:37:40,11500,bus,2008,manuell,140,sharan,125000,2,diesel,volkswagen,nein,71063
2016-03-06 11:37:41,9500,limousine,2004,automatik,192,5er,150000,10,benzin,bmw,nein,21217
2016-03-06 11:37:43,2600,suv,1993,manuell,80,andere,80000,2,benzin,suzuki,nein,50129
2016-03-06 11:37:43,1199,kleinwagen,2000,manuell,60,micra,150000,12,benzin,nissan,nein,32689
2016-03-06 11:37:54,4800,bus,2009,manuell,140,andere,150000,4,diesel,hyundai,nein,47198
2016-03-06 11:37:55,31830,bus,2015,automatik,163,vito,60000,2,diesel,mercedes_benz,nein,42853
2016-03-06 11:37:56,24900,cabrio,2006,manuell,280,boxster,100000,5,benzin,porsche,nein,30177
2016-03-06 11:37:57,1850,limousine,1998,manuell,101,a3,150000,12,benzin,audi,nein,76275
2016-03-06 11:37:58,1200,limousine,2003,manuell,101,astra,150000,1,benzin,opel,ja,72149
2016-03-06 11:37:58,2300,kleinwagen,2008,manuell,52,matiz,60000,12,benzin,chevrolet,nein,37603
2016-03-06 11:37:59,1500,kleinwagen,2001,manuell,75,corsa,125000,8,benzin,opel,nein,58509
2016-03-06 11:38:00,2700,kombi,2003,manuell,120,andere,150000,3,diesel,saab,nein,26689
2016-03-06 11:38:04,3150,kombi,2005,manuell,150,vectra,150000,4,diesel,opel,nein,84034
2016-03-06 11:38:04,1100,limousine,1996,manuell,101,a4,150000,3,benzin,audi,nein,66440
2016-03-06 11:38:16,990,kleinwagen,2000,manuell,50,1_reihe,125000,1,benzin,peugeot,nein,22145
2016-03-06 11:38:17,6499,kleinwagen,2009,manuell,90,corsa,100000,12,benzin,opel,nein,27801
2016-03-06 11:38:17,2000,kleinwagen,2000,manuell,0,polo,150000,9,benzin,volkswagen,ja,97783
2016-03-06 11:38:18,2300,kleinwagen,2006,manuell,54,fox,150000,5,benzin,volkswagen,nein,25494
2016-03-06 11:38:18,3000,kombi,2002,automatik,198,5er,150000,1,diesel,bmw,nein,94315
2016-03-06 11:38:19,3850,cabrio,2001,manuell,141,andere,150000,6,benzin,chrysler,nein,13055
2016-03-06 11:38:23,1200,kleinwagen,1996,manuell,90,a3,150000,3,diesel,audi,nein,84419
2016-03-06 11:38:23,650,limousine,1999,manuell,102,a4,150000,2,benzin,audi,ja,41540
2016-03-06 11:38:35,1200,limousine,1993,manuell,122,andere,150000,1,benzin,mercedes_benz,nein,50181
2016-03-06 11:38:35,1750,limousine,1995,manuell,102,3er,150000,12,benzin,bmw,nein,27299
2016-03-06 11:38:36,22000,limousine,1987,manuell,204,omega,40000,4,benzin,opel,nein,98746
2016-03-06 11:38:37,555,kleinwagen,1997,manuell,0,corsa,150000,1,benzin,opel,ja,75417
2016-03-06 11:38:38,2600,limousine,2004,automatik,95,a_klasse,150000,5,diesel,mercedes_benz,nein,10713
2016-03-06 11:38:38,4000,kombi,2006,manuell,102,octavia,150000,8,benzin,skoda,ja,6868
2016-03-06 11:38:39,650,limousine,1994,manuell,90,golf,150000,2,benzin,volkswagen,nein,97906
2016-03-06 11:38:39,4999,bus,1993,manuell,84,transporter,150000,5,benzin,volkswagen,nein,13465
2016-03-06 11:38:49,3250,kombi,2002,manuell,122,v40,150000,7,benzin,volvo,nein,70374
2016-03-06 11:38:52,7199,limousine,2005,manuell,226,focus,150000,9,benzin,ford,nein,85221
2016-03-06 11:38:53,10950,kombi,2008,manuell,143,3er,100000,12,benzin,bmw,nein,21514
2016-03-06 11:38:53,3800,kombi,2005,manuell,75,andere,150000,6,benzin,peugeot,nein,82362
2016-03-06 11:38:55,1496,limousine,2002,manuell,0,3_reihe,150000,7,benzin,peugeot,nein,68775
2016-03-06 11:38:55,2990,cabrio,1997,manuell,150,spider,150000,2,benzin,alfa_romeo,nein,45897
2016-03-06 11:38:56,8800,kombi,2005,automatik,231,3er,150000,10,diesel,bmw,nein,34121
2016-03-06 11:38:56,850,coupe,1988,manuell,102,3er,150000,4,benzin,bmw,nein,12557
2016-03-06 11:38:57,3700,kleinwagen,2010,manuell,76,twingo,70000,6,benzin,renault,nein,84359
2016-03-06 11:38:58,250,kleinwagen,1992,manuell,45,andere,80000,12,benzin,citroen,ja,16225
2016-03-06 11:38:59,2200,kombi,2007,manuell,120,6_reihe,150000,0,diesel,mazda,ja,9306
2016-03-06 11:39:00,19750,suv,2007,automatik,224,m_klasse,150000,4,diesel,mercedes_benz,nein,79793
2016-03-06 11:39:08,8500,kombi,2006,automatik,179,a6,150000,7,diesel,audi,nein,34225
2016-03-06 11:39:12,999,kleinwagen,1991,manuell,75,justy,150000,10,benzin,subaru,nein,92224
2016-03-06 11:39:14,300,limousine,1992,manuell,90,andere,150000,3,benzin,volkswagen,nein,6667
2016-03-06 11:39:14,7750,kleinwagen,2014,manuell,68,c1,20000,8,benzin,citroen,nein,31275
2016-03-06 11:39:15,8199,kombi,2005,automatik,218,5er,150000,6,diesel,bmw,nein,97295
2016-03-06 11:39:16,4200,limousine,2004,manuell,116,golf,150000,4,benzin,volkswagen,nein,44793
2016-03-06 11:40:22,3000,kombi,2002,automatik,143,c_klasse,150000,7,diesel,mercedes_benz,nein,35415
2016-03-06 11:40:23,17000,kombi,2011,manuell,170,c_klasse,70000,6,diesel,mercedes_benz,nein,65719
2016-03-06 11:41:10,1600,limousine,2003,manuell,69,corsa,150000,7,diesel,opel,ja,64569
2016-03-06 11:41:17,12900,suv,2005,automatik,224,touareg,150000,12,diesel,volkswagen,nein,29553
2016-03-06 11:41:19,2100,kombi,2001,manuell,131,passat,150000,10,diesel,volkswagen,nein,27367
2016-03-06 11:41:24,15850,suv,2014,automatik,131,andere,40000,2,diesel,chevrolet,nein,12529
2016-03-06 11:41:31,13850,suv,2011,manuell,0,andere,125000,1,diesel,hyundai,nein,24882
2016-03-06 11:41:33,3790,kleinwagen,2002,manuell,169,clio,150000,6,benzin,renault,nein,50189
2016-03-06 11:41:37,4000,kombi,2005,manuell,116,c_max,70000,11,benzin,ford,nein,97618
2016-03-06 11:41:39,1650,bus,2000,manuell,110,sharan,150000,10,diesel,volkswagen,nein,36251
2016-03-06 11:41:48,6900,kleinwagen,2012,manuell,77,i_reihe,50000,2,benzin,hyundai,nein,6571
2016-03-06 11:41:49,790,limousine,2002,manuell,116,3er,150000,1,benzin,bmw,ja,53539
2016-03-06 11:41:52,980,kombi,1997,manuell,0,v40,150000,3,lpg,volvo,nein,49419
2016-03-06 11:41:54,12900,suv,2010,manuell,140,tiguan,150000,9,diesel,volkswagen,nein,26529
2016-03-06 11:42:01,1350,limousine,2001,manuell,58,corsa,150000,8,benzin,opel,nein,44879
2016-03-06 11:42:02,11500,coupe,2001,manuell,179,golf,100000,8,benzin,volkswagen,nein,94124
2016-03-06 11:42:03,4250,kleinwagen,2008,manuell,125,swift,125000,9,benzin,suzuki,nein,36391
2016-03-06 11:42:09,1199,kleinwagen,1992,manuell,50,andere,125000,12,benzin,fiat,nein,79108
2016-03-06 11:42:11,3300,kombi,1999,manuell,110,a4,150000,2,diesel,audi,nein,39112
2016-03-06 11:42:14,3099,limousine,2005,manuell,75,golf,150000,4,benzin,volkswagen,nein,40591
2016-03-06 11:42:14,11500,coupe,2001,manuell,179,golf,100000,8,benzin,volkswagen,nein,94124
2016-03-06 11:42:15,8790,cabrio,2007,manuell,120,2_reihe,10000,10,benzin,peugeot,nein,79194
2016-03-06 11:42:16,1200,kombi,1998,manuell,101,astra,150000,6,benzin,opel,nein,57319
2016-03-06 11:42:16,800,limousine,1991,manuell,133,100,150000,8,benzin,audi,nein,74182
2016-03-06 11:42:17,16490,limousine,2014,manuell,131,i_reihe,40000,7,diesel,hyundai,nein,52459
2016-03-06 11:42:19,1950,kleinwagen,2003,manuell,75,corsa,70000,1,benzin,opel,nein,50679
2016-03-06 11:42:35,0,kleinwagen,2006,manuell,60,corsa,150000,4,benzin,opel,ja,41069
2016-03-06 11:42:36,3500,coupe,2000,manuell,265,a3,150000,7,benzin,audi,nein,84030
2016-03-06 11:42:39,2500,kombi,1997,automatik,280,e_klasse,150000,2,benzin,mercedes_benz,nein,93170
2016-03-06 11:42:40,0,limousine,2002,manuell,0,spider,150000,1,benzin,alfa_romeo,ja,81829
2016-03-06 11:42:41,5500,kleinwagen,2009,manuell,77,i_reihe,80000,10,benzin,hyundai,nein,54470
2016-03-06 11:42:42,15000,cabrio,2009,manuell,163,andere,125000,1,benzin,audi,nein,30982
2016-03-06 11:42:44,1950,limousine,1979,manuell,60,andere,80000,7,benzin,lada,nein,37574
2016-03-06 11:42:46,3000,bus,1995,manuell,77,transporter,150000,4,diesel,volkswagen,nein,46446
2016-03-06 11:42:47,10500,limousine,2012,manuell,86,focus,20000,12,benzin,ford,nein,84568
2016-03-06 11:42:52,6200,kleinwagen,2012,manuell,69,andere,80000,9,benzin,fiat,nein,45145
2016-03-06 11:42:52,2400,kleinwagen,2004,manuell,69,fiesta,125000,2,benzin,ford,nein,39108
2016-03-06 11:42:53,2400,coupe,1999,manuell,116,beetle,150000,3,benzin,volkswagen,nein,74219
2016-03-06 11:42:54,18990,limousine,2013,automatik,136,auris,30000,9,hybrid,toyota,nein,72280
2016-03-06 11:42:56,15900,limousine,2010,automatik,150,qashqai,70000,4,diesel,nissan,nein,36137
2016-03-06 11:42:58,3000,kombi,1995,manuell,136,e_klasse,150000,5,benzin,mercedes_benz,nein,22525
2016-03-06 11:43:11,8500,kombi,2007,automatik,163,5er,150000,9,diesel,bmw,nein,14469
2016-03-06 11:43:15,1800,coupe,1995,manuell,102,3er,150000,1,benzin,bmw,ja,25774
2016-03-06 11:43:16,10350,coupe,2009,manuell,200,scirocco,100000,6,benzin,volkswagen,nein,22119
2016-03-06 11:43:18,13900,suv,2010,manuell,150,tiguan,80000,4,benzin,volkswagen,nein,90542
2016-03-06 11:43:19,16000,suv,2011,automatik,156,andere,50000,11,diesel,citroen,nein,15345
2016-03-06 11:43:19,899,kleinwagen,1999,manuell,59,polo,150000,10,diesel,volkswagen,nein,26629
2016-03-06 11:43:21,4999,kleinwagen,2009,manuell,101,clio,125000,9,benzin,renault,nein,63179
2016-03-06 11:43:22,3700,limousine,2004,manuell,90,golf,150000,4,benzin,volkswagen,nein,59067
2016-03-06 11:43:23,5500,limousine,1998,automatik,237,andere,150000,8,benzin,jaguar,nein,52477
2016-03-06 11:43:36,9900,limousine,2005,manuell,163,c_klasse,90000,6,benzin,mercedes_benz,nein,68519
2016-03-06 11:43:37,999,kleinwagen,1999,manuell,54,corsa,20000,3,benzin,opel,nein,45966
2016-03-06 11:43:37,17900,kombi,2010,automatik,204,5er,150000,12,diesel,bmw,nein,21339
2016-03-06 11:43:38,1300,limousine,1986,manuell,75,jetta,150000,0,benzin,volkswagen,nein,84453
2016-03-06 11:43:39,3650,limousine,2003,manuell,116,almera,125000,3,benzin,nissan,nein,12627
2016-03-06 11:43:40,2900,limousine,2004,manuell,98,megane,125000,11,benzin,renault,nein,35619
2016-03-06 11:43:48,1749,kleinwagen,2004,manuell,58,corsa,150000,8,benzin,opel,nein,30855
2016-03-06 11:43:50,8400,cabrio,2000,automatik,218,slk,90000,6,benzin,mercedes_benz,nein,71665
2016-03-06 11:43:53,9995,kombi,2007,automatik,177,5er,150000,1,diesel,bmw,nein,57537
2016-03-06 11:43:54,16500,limousine,2011,manuell,143,a4,125000,9,diesel,audi,nein,80637
2016-03-06 11:43:54,15499,andere,2013,manuell,122,golf,30000,7,benzin,volkswagen,nein,7749
2016-03-06 11:43:56,12900,limousine,2012,manuell,122,clubman,30000,5,benzin,mini,nein,42111
2016-03-06 11:46:17,1000,kleinwagen,2002,manuell,109,2_reihe,150000,11,benzin,peugeot,ja,39387
2016-03-06 11:46:23,7000,cabrio,1985,automatik,95,golf,70000,7,benzin,volkswagen,nein,3042
2016-03-06 11:46:25,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,28195
2016-03-06 11:46:26,1490,kleinwagen,1996,manuell,75,fiesta,90000,6,benzin,ford,nein,51709
2016-03-06 11:46:27,8950,coupe,2005,manuell,218,c_klasse,100000,2,benzin,mercedes_benz,nein,76275
2016-03-06 11:46:31,1400,cabrio,1994,manuell,0,golf,150000,2,benzin,volkswagen,nein,86356
2016-03-06 11:46:32,1400,kleinwagen,2002,manuell,63,andere,80000,11,benzin,suzuki,nein,34355
2016-03-06 11:46:32,2200,kleinwagen,2004,manuell,60,c3,150000,1,benzin,citroen,nein,66663
2016-03-06 11:46:34,2990,kleinwagen,2004,manuell,64,polo,125000,2,benzin,volkswagen,nein,49324
2016-03-06 11:46:41,2800,kombi,2003,manuell,177,signum,150000,8,diesel,opel,nein,31855
2016-03-06 11:46:48,2399,kleinwagen,2007,manuell,58,clio,100000,5,benzin,renault,nein,6792
2016-03-06 11:46:49,5499,limousine,2006,manuell,80,golf,70000,11,benzin,volkswagen,nein,19386
2016-03-06 11:46:52,19999,coupe,2009,automatik,272,tt,125000,11,benzin,audi,nein,12159
2016-03-06 11:46:55,2399,kleinwagen,2000,automatik,75,astra,90000,5,benzin,opel,nein,23554
2016-03-06 11:47:03,1590,kleinwagen,2004,manuell,60,corsa,150000,10,benzin,opel,nein,73257
2016-03-06 11:47:04,350,limousine,1999,manuell,95,carisma,150000,6,benzin,mitsubishi,nein,18337
2016-03-06 11:47:11,16900,limousine,2009,manuell,177,x_reihe,100000,12,diesel,bmw,nein,7407
2016-03-06 11:47:15,5200,limousine,2001,automatik,197,s_klasse,150000,12,diesel,mercedes_benz,nein,24782
2016-03-06 11:47:15,2499,coupe,1996,manuell,150,3er,150000,3,benzin,bmw,nein,97616
2016-03-06 11:47:18,300,kleinwagen,2002,manuell,58,twingo,150000,8,benzin,renault,nein,19258
2016-03-06 11:47:21,4444,coupe,1989,automatik,255,andere,150000,5,benzin,nissan,nein,57368
2016-03-06 11:47:22,4400,bus,1999,manuell,75,transporter,150000,11,diesel,volkswagen,nein,24589
2016-03-06 11:47:24,400,limousine,2014,automatik,280,leon,30000,11,benzin,seat,nein,24537
2016-03-06 11:47:26,950,limousine,1996,manuell,60,golf,150000,9,benzin,volkswagen,nein,6126
2016-03-06 11:47:29,400,kleinwagen,1999,automatik,56,corsa,150000,10,benzin,opel,ja,12305
2016-03-06 11:47:37,1380,kombi,2001,manuell,140,passat,150000,8,diesel,volkswagen,nein,82266
2016-03-06 11:47:38,9250,limousine,1979,manuell,156,andere,125000,6,benzin,mercedes_benz,nein,91626
2016-03-06 11:47:39,7690,kombi,2005,manuell,163,3er,150000,7,diesel,bmw,nein,48336
2016-03-06 11:47:40,800,kleinwagen,2000,manuell,54,micra,125000,3,benzin,nissan,ja,59368
2016-03-06 11:47:47,6000,kombi,2008,manuell,140,6_reihe,150000,4,diesel,mazda,nein,19306
2016-03-06 11:47:52,7200,kombi,2007,manuell,163,3er,150000,6,diesel,bmw,nein,39288
2016-03-06 11:47:55,7000,limousine,2004,automatik,305,s_klasse,150000,7,benzin,mercedes_benz,nein,3042
2016-03-06 11:48:00,8250,limousine,2007,automatik,105,octavia,125000,5,diesel,skoda,nein,38154
2016-03-06 11:48:01,14500,limousine,2013,manuell,124,andere,40000,1,benzin,chevrolet,nein,57319
2016-03-06 11:48:04,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,30159
2016-03-06 11:48:05,2799,cabrio,2004,automatik,61,fortwo,125000,7,benzin,smart,nein,14469
2016-03-06 11:48:07,7999,kombi,2005,manuell,163,3er,150000,6,diesel,bmw,nein,48231
2016-03-06 11:48:13,6999,cabrio,1997,automatik,192,3er,150000,7,benzin,bmw,nein,85604
2016-03-06 11:48:21,5190,kombi,2007,automatik,150,vectra,150000,5,diesel,opel,nein,86157
2016-03-06 11:48:21,8999,kombi,2013,manuell,69,fabia,50000,10,benzin,skoda,nein,37574
2016-03-06 11:48:24,7599,limousine,2004,automatik,231,3er,150000,9,benzin,bmw,nein,18107
2016-03-06 11:48:25,1900,kombi,2006,automatik,150,4_reihe,150000,12,diesel,peugeot,nein,52062
2016-03-06 11:48:35,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,40210
2016-03-06 11:48:37,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,19055
2016-03-06 11:48:38,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,39104
2016-03-06 11:48:38,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,1067
2016-03-06 11:48:41,800,kleinwagen,1998,manuell,54,corsa,150000,2,benzin,opel,nein,58708
2016-03-06 11:48:42,4000,limousine,2004,automatik,211,vectra,150000,3,benzin,opel,ja,22117
2016-03-06 11:48:43,280,kleinwagen,2000,manuell,54,corsa,150000,2,benzin,opel,ja,61130
2016-03-06 11:48:43,2700,kleinwagen,2006,manuell,65,picanto,100000,9,benzin,kia,nein,69124
2016-03-06 11:48:44,4800,kombi,2006,manuell,105,passat,150000,7,diesel,volkswagen,nein,26169
2016-03-06 11:48:46,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,99084
2016-03-06 11:48:47,10000,kombi,2013,manuell,184,golf,60000,7,diesel,volkswagen,nein,66119
2016-03-06 11:48:49,3790,cabrio,2000,manuell,116,golf,150000,11,benzin,volkswagen,nein,79809
2016-03-06 11:48:52,4200,kombi,2005,manuell,100,fusion,80000,3,benzin,ford,nein,97782
2016-03-06 11:48:57,4500,kombi,2006,manuell,122,c_klasse,150000,11,diesel,mercedes_benz,nein,22303
2016-03-06 11:49:00,6300,limousine,2004,automatik,143,c_klasse,125000,4,benzin,mercedes_benz,nein,7646
2016-03-06 11:49:01,300,kleinwagen,2001,manuell,0,2_reihe,150000,10,benzin,peugeot,ja,59581
2016-03-06 11:49:03,2250,bus,2004,manuell,101,transit,150000,12,diesel,ford,nein,96193
2016-03-06 11:49:05,4200,kombi,2001,manuell,102,passat,150000,2,benzin,volkswagen,nein,86911
2016-03-06 11:49:06,4100,limousine,2001,automatik,143,c_klasse,150000,5,diesel,mercedes_benz,nein,24941
2016-03-06 11:49:06,8500,bus,2007,automatik,140,touran,150000,10,benzin,volkswagen,nein,85221
2016-03-06 11:49:11,5300,limousine,2006,manuell,105,passat,125000,1,diesel,volkswagen,nein,13051
2016-03-06 11:49:16,4800,kleinwagen,2005,manuell,116,cooper,150000,4,benzin,mini,nein,63619
2016-03-06 11:49:17,9800,kombi,2011,manuell,102,exeo,100000,6,benzin,seat,nein,24148
2016-03-06 11:49:20,1300,kleinwagen,2002,manuell,58,corsa,150000,6,benzin,opel,nein,41352
2016-03-06 11:49:21,1800,kombi,1999,manuell,150,a6,150000,10,diesel,audi,nein,66701
2016-03-06 11:49:23,1400,limousine,1999,manuell,75,golf,150000,4,benzin,volkswagen,nein,72124
2016-03-06 11:51:17,1950,limousine,1986,manuell,75,80,125000,5,benzin,audi,nein,52351
2016-03-06 11:51:23,800,bus,1999,manuell,75,andere,150000,11,benzin,fiat,ja,45892
2016-03-06 11:51:24,6200,limousine,2004,automatik,0,s_klasse,150000,10,diesel,mercedes_benz,nein,44649
2016-03-06 11:51:27,2700,kombi,2003,manuell,131,golf,150000,11,diesel,volkswagen,nein,53919
2016-03-06 11:51:29,7390,kombi,2004,manuell,179,a6,150000,7,diesel,audi,nein,9419
2016-03-06 11:51:36,1650,limousine,1999,manuell,150,5er,150000,8,lpg,bmw,nein,46242
2016-03-06 11:51:39,2000,kombi,2003,automatik,163,a6,30000,11,diesel,audi,ja,50829
2016-03-06 11:51:40,1750,bus,2006,manuell,110,andere,150000,5,diesel,hyundai,nein,44265
2016-03-06 11:51:41,20000,limousine,2015,automatik,116,qashqai,5000,10,benzin,nissan,nein,99846
2016-03-06 11:51:43,15950,kombi,2007,automatik,190,andere,150000,4,diesel,mercedes_benz,nein,49751
2016-03-06 11:51:45,2200,limousine,1998,manuell,170,5er,150000,9,lpg,bmw,nein,46149
2016-03-06 11:51:48,890,kleinwagen,2005,manuell,85,andere,70000,9,benzin,chevrolet,ja,82008
2016-03-06 11:51:49,13699,limousine,2011,manuell,116,3er,70000,9,diesel,bmw,nein,24576
2016-03-06 11:51:52,2800,limousine,1998,automatik,230,5er,150000,12,benzin,bmw,nein,63165
2016-03-06 11:51:54,5350,limousine,2009,automatik,107,andere,100000,2,benzin,suzuki,nein,49191
2016-03-06 11:52:05,10500,cabrio,2008,manuell,180,astra,70000,3,benzin,opel,nein,80797
2016-03-06 11:52:06,16950,limousine,2015,manuell,110,golf,10000,2,benzin,volkswagen,nein,34414
2016-03-06 11:52:07,4990,limousine,2004,manuell,75,golf,150000,9,benzin,volkswagen,nein,44145
2016-03-06 11:52:10,1700,bus,2003,manuell,87,meriva,150000,7,benzin,opel,nein,84061
2016-03-06 11:52:20,3500,kombi,2001,automatik,192,5er,150000,6,benzin,bmw,nein,16303
2016-03-06 11:52:25,350,kleinwagen,2001,manuell,60,punto,150000,2,benzin,fiat,nein,95326
2016-03-06 11:52:26,9900,bus,2011,manuell,110,doblo,70000,6,diesel,fiat,nein,81827
2016-03-06 11:52:42,3900,bus,2007,manuell,120,andere,150000,5,diesel,renault,nein,85521
2016-03-06 11:52:43,2900,kleinwagen,2009,manuell,52,matiz,80000,12,benzin,chevrolet,nein,37170
2016-03-06 11:52:43,20650,limousine,2011,manuell,143,q5,125000,11,diesel,audi,nein,49377
2016-03-06 11:52:44,8950,cabrio,2004,manuell,163,slk,150000,5,benzin,mercedes_benz,nein,47495
2016-03-06 11:52:47,17900,limousine,2013,manuell,150,golf,50000,2,diesel,volkswagen,nein,92355
2016-03-06 11:52:49,1900,kleinwagen,2004,manuell,60,corsa,150000,2,benzin,opel,nein,63263
2016-03-06 11:52:52,2150,limousine,1999,manuell,101,astra,150000,6,benzin,opel,nein,65555
2016-03-06 11:52:56,4250,limousine,2006,manuell,116,corolla,150000,3,diesel,toyota,nein,65549
2016-03-06 11:52:57,7100,limousine,2009,manuell,122,golf,125000,6,benzin,volkswagen,nein,44803
2016-03-06 11:53:00,2700,limousine,1996,manuell,140,3er,125000,12,benzin,bmw,nein,85276
2016-03-06 11:53:03,1770,bus,2006,automatik,145,carnival,150000,9,diesel,kia,nein,74821
2016-03-06 11:53:07,6990,limousine,2007,manuell,90,golf,80000,6,diesel,volkswagen,nein,15834
2016-03-06 11:53:08,7800,kombi,2008,automatik,177,5er,150000,3,diesel,bmw,nein,87600
2016-03-06 11:53:09,8990,kombi,2007,automatik,256,a6,150000,2,benzin,audi,nein,13469
2016-03-06 11:53:15,16200,suv,2008,automatik,171,andere,125000,5,diesel,nissan,nein,31311
2016-03-06 11:53:19,850,kleinwagen,2000,manuell,0,punto,150000,9,benzin,fiat,nein,6126
2016-03-06 11:53:20,4999,kleinwagen,2012,manuell,75,twingo,60000,2,benzin,renault,nein,73119
2016-03-06 11:53:20,999,limousine,1998,manuell,75,astra,150000,2,benzin,opel,nein,66119
2016-03-06 11:53:25,4800,kleinwagen,2009,manuell,87,sandero,60000,4,benzin,dacia,nein,94113
2016-03-06 11:53:31,1900,kombi,2000,manuell,141,ptcruiser,150000,8,benzin,chrysler,nein,69509
2016-03-06 11:53:33,17950,cabrio,2008,manuell,184,andere,30000,9,benzin,mercedes_benz,nein,88453
2016-03-06 11:53:34,25900,kombi,2012,manuell,143,a4,40000,5,diesel,audi,nein,95213
2016-03-06 11:53:38,1750,limousine,2002,manuell,95,a_klasse,125000,9,diesel,mercedes_benz,nein,1307
2016-03-06 11:53:39,650,limousine,1996,manuell,136,e_klasse,150000,3,benzin,mercedes_benz,nein,91126
2016-03-06 11:53:40,1050,kleinwagen,1997,manuell,75,astra,150000,10,benzin,opel,nein,97816
2016-03-06 11:53:40,1250,coupe,1998,manuell,125,andere,150000,8,benzin,ford,nein,29410
2016-03-06 11:53:41,3500,bus,2004,manuell,137,andere,150000,2,diesel,renault,nein,82319
2016-03-06 12:06:17,3150,limousine,2003,manuell,101,golf,5000,4,diesel,volkswagen,nein,55118
2016-03-06 12:06:19,900,limousine,1996,manuell,75,golf,150000,9,benzin,volkswagen,nein,35745
